Subtitle Block,label,score
"-What have you got?-This little, wooden puppet.",neutral,0.7085862755775452
I'm not a puppet. I'm a real boy.,neutral,0.6798549890518188
Five shillings for the possessed toy.,neutral,0.9696415066719055
"-Take it away.-Father, please! Don't let them do this!",neutral,0.8014962673187256
-Help me!-Next. What have you got?,neutral,0.6760874390602112
"Well, I've got a talking donkey.",neutral,0.9363524317741394
"Right. Well, that's good for 10 shillings,if you can prove it.",approval,0.6404896974563599
"Go ahead, little fella.",approval,0.6329054236412048
Well?,neutral,0.6979068517684937
He's just... He's just a little nervous.,neutral,0.43991634249687195
"He's really quite a chatterbox.Talk, you boneheaded dolt!",admiration,0.4768352508544922
"-That's it. I've heard enough. Guards!-No, no, he talks!",neutral,0.426170289516449
He does.,neutral,0.9550685882568359
can talk. I love to talk.,love,0.9555637240409851
I'm the talkingestdamn thing you ever saw.,neutral,0.7108296155929565
"-Get her out of my sight.-No, no!",disapproval,0.47307759523391724
swear! He can talk!,neutral,0.8979770541191101
Hey! I can fly!,neutral,0.4455902874469757
-He can fly!-He can fly!,neutral,0.8497750759124756
He can talk!,neutral,0.9024966359138489
"That's right, fool!Now I'm a flying, talking donkey.",annoyance,0.5707916617393494
"You might have seen a housefly,maybe even a superfly,",neutral,0.9146989583969116
but I bet you ain'tnever seen a donkey fly.,neutral,0.9457008838653564
Seize him!,neutral,0.967373251914978
After him! He's getting away!,neutral,0.9591127038002014
Get him! This way! Turn!,neutral,0.9404047727584839
"You, there. Ogre!",neutral,0.9404634833335876
Aye?,neutral,0.5163055658340454
"By the order of Lord Farquaad,",neutral,0.9642413854598999
I am authorised to place you bothunder arrest,neutral,0.908931314945221
and transport you toa designated resettlement facility.,neutral,0.9667315483093262
"Oh, really? You and what army?",curiosity,0.4885620176792145
Can I say something to you?,curiosity,0.642917275428772
"Listen, you was really, really somethin'back there. Incredible!",admiration,0.9207255244255066
Are you talkin' to me?,curiosity,0.5831239819526672
"Yes, I was talkin' to you.",neutral,0.4050707221031189
"Can I tell you that you was greatback there? I mean, those guards.",admiration,0.6895495653152466
"They thought they was all of that.Then you showed up, and bam!",neutral,0.8611223697662354
They was trippin' over themselveslike babes in the woods.,neutral,0.9652895927429199
That really made mefeel good to see that.,joy,0.819088339805603
"-That's great. Really.-Man, it's good to be free.",admiration,0.911311149597168
"Now, why don't you go celebrate yourfreedom with your own friends?",curiosity,0.3612157702445984
"But I don't have any friends,and I'm not goin' out there by myself.",sadness,0.6870535016059875
"Hey, wait a minute! I got a great idea!I'll stick with you.",admiration,0.6928842067718506
"You're a mean, green, fightin' machine.",admiration,0.7045965790748596
"Together, we'll scare the spitout of anybody that crosses us.",fear,0.5510803461074829
Wow! That was really scary.,fear,0.9028660655021667
"And if you don't mind me sayin',",neutral,0.9504106044769287
"if that don't work, your breathcertainly will get the job done,",optimism,0.4417796730995178
"'cause you definitely needsome Tic Tacs or something,",neutral,0.9547232389450073
'cause your breath stinks!,disgust,0.5540874600410461
"Man, you almost burned the hairout of my nose,",neutral,0.27584215998649597
just like the time...,neutral,0.545769214630127
And then I ate some rotten berries.,neutral,0.9095866084098816
I had strong gases eking out of my buttthat day.,neutral,0.926372230052948
Why are you following me?,curiosity,0.5432090163230896
I'll tell you why.,neutral,0.8969587087631226
'Cause I'm all alone,sadness,0.8556913733482361
There's no one here beside me,neutral,0.9348586201667786
My problems have all gone,sadness,0.7268345355987549
There's no one to deride me,neutral,0.7127837538719177
But you gotta have friends,neutral,0.8998761177062988
Stop singing!,neutral,0.49751439690589905
It's no wonderyou don't have any friends.,disappointment,0.4088774621486664
Only a true friendwould be that truly honest.,neutral,0.5234245657920837
"Listen, little donkey.Take a look at me. What am I?",neutral,0.711276650428772
-Really tall?-No! I'm an ogre.,disapproval,0.38309285044670105
"You know,""Grab your torch and pitchforks.""",neutral,0.9427168965339661
Doesn't that bother you?,curiosity,0.5238866209983826
Nope.,disapproval,0.7699277997016907
"-Really?-Really, really.",surprise,0.3518608808517456
"Man, I like you. What's your name?",love,0.8361164331436157
Shrek.,neutral,0.9037522673606873
"Shrek? Well, you knowwhat I like about you, Shrek?",love,0.7078234553337097
You got that kind of l-don't-carewhat-nobody-thinks-of-me thing.,neutral,0.6583810448646545
"I like that. I respect that, Shrek.You all right.",admiration,0.7395713329315186
Look at that.Who'd want to live in a place like that?,curiosity,0.6680465936660767
That would be my home.,neutral,0.8840566277503967
And it is lovely! Just beautiful.You are quite a decorator.,admiration,0.9556378126144409
It's amazing what you've donewith such a modest budget.,admiration,0.9567964673042297
I like that boulder.That is a nice boulder.,admiration,0.8019446134567261
"I guess you don't entertain much,do you?",curiosity,0.5080713629722595
I like my privacy.,love,0.8976499438285828
"You know, I do, too. That's anotherthing we have in common.",approval,0.7030596733093262
"Like, I hate it whenyou got somebody in your face.",anger,0.792106568813324
"You're trying to give them a hint,and they won't leave.",neutral,0.9390544295310974
"Then there's that big, awkward silence,you know.",embarrassment,0.8001203536987305
-Can I stay with you?-What?,neutral,0.7451738119125366
"Can I stay with you, please?",neutral,0.5581031441688538
-Of course!-Really?,neutral,0.437824010848999
-No.-Please! I don't wanna go back there!,disapproval,0.6835001111030579
"You don't know what it's like to beconsidered a freak. Well, maybe you do.",neutral,0.5866241455078125
But that's why we gotta stick together.You gotta let me stay!,approval,0.5674301981925964
-Please! Please!-Okay! Okay!,neutral,0.5444803833961487
-But one night only.-Thank you!,gratitude,0.9740937352180481
-What are you... No! No!-This is gonna be fun!,amusement,0.6911144256591797
"We can stay up late,swappin' manly stories,",neutral,0.5823584794998169
"and in the mornin', I'm makin' waffles.",neutral,0.9304689168930054
Where do I sleep?,curiosity,0.5048535466194153
Outside!,neutral,0.9661222100257874
"Oh, well, I guess that's cool.",admiration,0.6126806139945984
"I mean, I don't know youand you don't know me,",neutral,0.7072657346725464
"so I guess outside is best, you know.",approval,0.7503011226654053
Here I go.,neutral,0.9127405881881714
Good night.,gratitude,0.8494278788566589
"I mean, I do like the outdoors.I'm a donkey. I was born outside.",love,0.7734228372573853
"I'll just be sitting by myselfoutside, I guess, you know.",neutral,0.9115007519721985
"By myself, outside.",neutral,0.9670951962471008
I'm all aloneThere's no one here beside me,sadness,0.8206431865692139
I thought I told you to stay outside.,neutral,0.7966050505638123
am outside.,neutral,0.9664853811264038
"Well, gents, it's a far cry from the farm,but what choice do we have?",curiosity,0.3812950849533081
"It's not home, but it'll do just fine.",approval,0.7001110315322876
-What a lovely bed.-Got ya.,admiration,0.6194134950637817
found some cheese.,neutral,0.9612177610397339
Awful stuff.,disgust,0.8201888799667358
"-Is that you, Gorder?-How did you know?",curiosity,0.5511901378631592
Enough! What are you doingin my house?,neutral,0.31250980496406555
Hey!,neutral,0.8101447224617004
"Oh, no, no, no. Dead broad off the table.",disapproval,0.31099459528923035
Where are we supposed to put her?The bed's taken.,confusion,0.46553584933280945
What?,neutral,0.5953511595726013
I live in a swamp. I put up signs.I'm a terrifying ogre!,fear,0.8689224123954773
What do I have to doto get a little privacy?,curiosity,0.585757851600647
"Oh, no. Oh, no.",surprise,0.3080092966556549
No! No!,disapproval,0.8081983327865601
What?,neutral,0.5953511595726013
-Quit it.-Don't push.,neutral,0.460953950881958
What are you doing in my swamp?,curiosity,0.6211946606636047
Swamp! Swamp! Swamp!,neutral,0.9600009322166443
"Oh, dear.",neutral,0.555100679397583
"All right, get out of here.All of you, move it!",neutral,0.5231981873512268
Come on! Let's go! Hapaya!Hapaya! Hey!,neutral,0.6444025039672852
"-Quickly. Come on!-No, no!",disapproval,0.5760997533798218
"No, no. Not there. Not there.",disapproval,0.8245568871498108
"Hey, don't look at me.I didn't invite them.",disapproval,0.35694363713264465
"Oh, gosh, no one invited us.",disappointment,0.5171391367912292
-What?-We were forced to come here.,neutral,0.7858288288116455
-By who?-Lord Farquaad.,neutral,0.911891758441925
He huffed und he puffedund he signed an eviction notice.,neutral,0.9111895561218262
All right.,approval,0.744474470615387
Who knows wherethis Farquaad guy is?,confusion,0.5376209616661072
do. I know where he is.,neutral,0.8966254591941833
Does anyone elseknow where to find him?,curiosity,0.6011567711830139
-Anyone at all?-Me! Me!,neutral,0.9200254678726196
-Anyone?-Pick me!,neutral,0.942318856716156
"I know! I know! Me, me!",neutral,0.5107810497283936
"Okay, fine.",approval,0.7266384363174438
"Attention, all fairy tale things.",neutral,0.8589215874671936
Do not get comfortable.Your welcome is officially worn out.,neutral,0.3693217933177948
"In fact, I'm gonna seethis guy Farquaad right now,",neutral,0.9242594242095947
and get you all off my landand back where you came from!,neutral,0.9541716575622559
You! You're comin' with me.,neutral,0.8595850467681885
"All right, that's what I like to hear, man.",approval,0.6281874775886536
"Shrek and Donkey, two stalwart friends,off on a whirlwind, big-city adventure.",neutral,0.6728370785713196
love it!,love,0.9450562000274658
On the road again,neutral,0.9656453132629395
"-Sing it with me, Shrek.-Hey.",neutral,0.9450857043266296
I can't wait to getOn the road again,excitement,0.659446120262146
What did I say about singing?,curiosity,0.5631817579269409
"-Well, can I whistle?-No.",neutral,0.4874798655509949
"-Can I hum it?-All right, hum it.",neutral,0.6188198328018188
That's enough. He's ready to talk.,neutral,0.7273749709129333
"""Run, run, run, as fast as you can.",neutral,0.7749962210655212
"""You can't catch me.I'm the gingerbread man!""",neutral,0.8399562835693359
-You're a monster.-I'm not the monster here. You are.,neutral,0.8874208927154541
"You, and the rest of that fairy taletrash, poisoning my perfect world.",disappointment,0.47545966506004333
"Now, tell me! Where are the others?",curiosity,0.7639180421829224
Eat me!,neutral,0.8018536567687988
I've tried to be fair to you creatures.,approval,0.37520527839660645
Now my patience has reached its end!Tell me or I'll...,neutral,0.3915257751941681
"No, no, not the buttons.Not my gumdrop buttons.",disapproval,0.7657750248908997
"All right, then. Who's hiding them?",curiosity,0.5712617635726929
"Okay, I'll tell you.Do you know the muffin man?",curiosity,0.5602577924728394
-The muffin man?-The muffin man.,neutral,0.8851983547210693
"Yes, I know the muffin man,who lives on Drury Lane?",approval,0.35368049144744873
"Well, she's married to the muffin man.",neutral,0.914966344833374
-The muffin man?-The muffin man!,neutral,0.9000133872032166
She's married to the muffin man.,neutral,0.9360645413398743
My lord! We found it.,excitement,0.3784056305885315
"Well, then what are you waiting for?Bring it in.",neutral,0.6732804179191589
-Magic Mirror...-Don't tell him anything!,neutral,0.9457409977912903
No!,disapproval,0.7230175733566284
'Evening.,neutral,0.9542936682701111
"Mirror, Mirror, on the wall,",neutral,0.9634830951690674
is this not the mostperfect kingdom of them all?,confusion,0.5519460439682007
"Well, technically, you're not a king.",disapproval,0.58038729429245
"""helonious.",neutral,0.6682986617088318
"-You were saying?-What I mean is, you're not a king yet.",neutral,0.7657625079154968
But you can become one.All you have to do is marry a princess.,neutral,0.790469765663147
Go on.,neutral,0.9307986497879028
"So, just sit back and relax, my lord,",joy,0.3344399631023407
because it's time for you to meettoday's eligible bachelorettes.,neutral,0.821422815322876
And here they are!,neutral,0.5717100501060486
Bachelorette number one,neutral,0.9147117137908936
"is a mentally abused shut-infrom a kingdom far, far away.",neutral,0.881117045879364
She likes sushi and hot-tubbing anytime.,love,0.5713401436805725
Her hobbies include cookingand cleaning for her two evil sisters.,neutral,0.9238682985305786
Please welcome Cinderella.,gratitude,0.6201212406158447
Bachelorette number twois a cape-wearing girl,neutral,0.9103166460990906
from the land of fancy.,neutral,0.9643989205360413
"Although she lives withseven other men, she's not easy.",neutral,0.789293646812439
"Just kiss her dead, frozen lipsand find out what a live wire she is.",neutral,0.887373685836792
Come on. Give it up for Snow White!,neutral,0.964525580406189
"And last, but certainly not least,",neutral,0.877812385559082
bachelorette number threeis a fiery redhead,neutral,0.9000865817070007
"from a dragon-guarded castlesurrounded by hot, boiling lava!",neutral,0.96195387840271
But don't let that cool you off.She's a loaded pistol,caring,0.5506771802902222
who likes pina coladasand getting caught in the rain.,neutral,0.5556710958480835
"Yours for the rescuing, Princess Fiona!",neutral,0.9636712670326233
"So, will it be bachelorette number one,",curiosity,0.7040545344352722
bachelorette number twoor bachelorette number three?,neutral,0.7656171917915344
-Two! Two!-Three! Three!,neutral,0.9177014231681824
-Two! Two!-Three!,neutral,0.9516945481300354
Three? One? Three?,neutral,0.6009920239448547
"Three! Pick number three, my lord!",neutral,0.9225058555603027
"Okay, okay, number three!",neutral,0.4318121373653412
"Lord Farquaad,you've chosen Princess Fiona.",neutral,0.9364637136459351
Princess Fiona. She's perfect.,admiration,0.9462844133377075
All I have to do isjust find someone who can go...,neutral,0.8003104329109192
But I probably should mentionthe little thing that happens at night.,neutral,0.7452311515808105
"-I'll do it.-Yes, but after sunset...",neutral,0.5542914271354675
"Silence! I will makethis Princess Fiona my queen,",neutral,0.952559232711792
and Duloc will finallyhave the perfect king!,neutral,0.61299729347229
"Captain, assemble your finest men.",neutral,0.5057315230369568
We're going to have a tournament.,excitement,0.37815409898757935
But that's it. That's it right there.That's Duloc.,neutral,0.6961560845375061
I told ya I'd find it.,neutral,0.8606963157653809
"So, that must beLord Farquaad's castle.",neutral,0.8177252411842346
That's the place.,approval,0.6017554402351379
Do you think maybehe's compensating for something?,curiosity,0.6152516603469849
"Hey, wait. Wait up, Shrek.",neutral,0.6585259437561035
"Hurry, darling. We're late. Hurry.",neutral,0.42754998803138733
"Hey, you!",neutral,0.8415654301643372
"Wait a second.Look, I'm not gonna eat ya.",neutral,0.5845470428466797
I just... I just...,neutral,0.9010738134384155
It's quiet.,neutral,0.8916636109352112
Too quiet.,neutral,0.7441772818565369
"-Where is everybody?-Hey, look at this!",neutral,0.696921706199646
Welcome to DulocSuch a perfect town,gratitude,0.7362475395202637
Here we have some rulesLet us lay them down,neutral,0.9477329254150391
"Don't make waves, stay in lineAnd we'll get along fine",approval,0.4450002908706665
Duloc is a perfect place,admiration,0.8129310607910156
"Please keep off of the grassShine your shoes, wipe your face",neutral,0.8587278127670288
"Duloc is, Duloc is",neutral,0.9635785222053528
Duloc is a perfect place,admiration,0.8129310607910156
Wow.,surprise,0.7881808280944824
"-Let's do that again!-No. No. No, no, no! No.",neutral,0.5676571726799011
Brave knights.,admiration,0.9254404902458191
You are the best and brightestin all the land.,admiration,0.9496245384216309
"Today, one of you shall prove himself...",neutral,0.95258629322052
All right. You're going the right wayfor a smacked bottom.,approval,0.831734836101532
Sorry about that.,remorse,0.8159154653549194
"That champion shall have the honour...No, no, the privilege",disapproval,0.6337683200836182
to go forth and rescuethe lovely Princess Fiona,neutral,0.8707865476608276
from the fiery keep of the dragon.,neutral,0.9673618674278259
"If for any reasonthe winner is unsuccessful,",neutral,0.9404571652412415
the first runner-up will take his place,neutral,0.9466207027435303
and so on and so forth.,neutral,0.9474847316741943
"Some of you may die,but it's a sacrifice I am willing to make.",approval,0.2741747796535492
Let the tournament begin!,neutral,0.9493222236633301
What is that?,curiosity,0.507006049156189
-It's hideous!-That's not very nice.,disgust,0.7607610821723938
It's just a donkey.,neutral,0.9530074596405029
"Indeed. Knights, new plan!",neutral,0.7284208536148071
The one who kills the ogrewill be named champion! Have at him!,neutral,0.5928961634635925
"-Get him!-Hey! Now, come on! Hang on now.",neutral,0.9503031373023987
Go ahead! Get him!,neutral,0.8622127175331116
Can't we just settle this over a pint?,neutral,0.5226335525512695
Kill the beast!,anger,0.7501633167266846
No? All right then.,neutral,0.4043405055999756
Come on!,neutral,0.9575276970863342
Damn!,anger,0.5308825969696045
"Hey, Shrek, tag me! Tag me!",neutral,0.7055532336235046
Yeah!,neutral,0.4292903542518616
The chair! Give him the chair!,neutral,0.9580698013305664
"Oh, yeah!",neutral,0.5094836354255676
Thank you!,gratitude,0.9885199666023254
Thank you very much!I'm here till Thursday. Try the veal!,gratitude,0.9866178631782532
"Shall I give the order, sir?",neutral,0.6055817604064941
"No, I have a better idea.",approval,0.46199238300323486
"People of Duloc,I give you our champion!",admiration,0.39126867055892944
"-What?-Congratulations, ogre.",excitement,0.33131080865859985
You've won the honour of embarkingon a great and noble quest.,admiration,0.877945601940155
"Quest? I'm already on a quest,a quest to get my swamp back.",neutral,0.7419057488441467
"-Your swamp?-Yeah, my swamp!",neutral,0.815447211265564
Where you dumpedthose fairy tale creatures!,neutral,0.7235054969787598
"Indeed. All right, ogre,I'll make you a deal.",approval,0.5948898792266846
"Go on this quest for me,and I'll give you your swamp back.",neutral,0.8388431668281555
Exactly the way it was?,approval,0.4791307747364044
Down to the lastslime-covered toadstool.,neutral,0.9672461748123169
-And the squatters?-As good as gone.,neutral,0.6664087176322937
What kind of quest?,curiosity,0.5261061787605286
"Okay, let me get this straight.You're gonna go fight a dragon",neutral,0.7246694564819336
"and rescue a princess just soFarquaad will give you back a swamp,",neutral,0.964770495891571
which you only don't have becausehe filled it full of freaks in the first place.,neutral,0.8147715926170349
-Is that about right?-You know what?,curiosity,0.5438752174377441
Maybe there's a good reasondonkeys shouldn't talk.,neutral,0.6714239716529846
"I don't get it, Shrek. Why don't you justpull some of that ogre stuff on him?",confusion,0.8403919339179993
"You know, throttle him,lay siege to his fortress,",neutral,0.9388183951377869
"grind his bones to make your bread,the whole ogre trip.",neutral,0.9610982537269592
know what.,neutral,0.9047123789787292
Maybe I could havedecapitated an entire village,neutral,0.8287804126739502
"and put their heads on a pike,",neutral,0.964459240436554
"gotten a knife, cut open their spleenand drink their fluids.",neutral,0.955274760723114
Does that sound good to you?,curiosity,0.740524172782898
"No, not really, no.",disapproval,0.8489371538162231
"For your information, there's a lot moreto ogres than people think.",neutral,0.903163492679596
-Example?-Example?,neutral,0.8788763284683228
"Okay, ogres are like onions.",neutral,0.5861068964004517
-They stink?-Yes. No!,neutral,0.5048853754997253
-They make you cry?-No!,disapproval,0.34785693883895874
"You leave them out in the sun,they get all brown,",neutral,0.9349661469459534
"start sproutin' little, white hairs.",neutral,0.9688476920127869
No! Layers!,neutral,0.5472030639648438
Onions have layers.,neutral,0.9572730660438538
Ogres have layers! Onions have layers.,neutral,0.9494089484214783
You get it? We both have layers.,neutral,0.5441606640815735
You both have layers.,neutral,0.9461278319358826
"You know, not everybody likes onions.",disapproval,0.5599495768547058
Cake! Everybody loves cakes!Cakes have layers.,love,0.892696738243103
I don't care what everyone likes.,approval,0.47361069917678833
Ogres are not like cakes.,neutral,0.6058547496795654
You know what elseeverybody likes? Parfaits.,neutral,0.773891806602478
"Have you ever met a person,you say, ""Let's get some parfait,""",neutral,0.8208284378051758
"they say, ""No, I don't like no parfait""?Parfaits are delicious.",neutral,0.33381718397140503
"No! You dense, irritating,miniature beast of burden!",annoyance,0.47905218601226807
Ogres are like onions! End of story.,neutral,0.8572284579277039
Bye-bye. See ya later.,neutral,0.9085855484008789
Parfaits may be the most delicious thingon the whole damn planet.,admiration,0.8642323017120361
"You know, I think I preferredyour humming.",approval,0.5292583107948303
Do you have a tissue or something?'Cause I'm making a mess.,curiosity,0.6138171553611755
Just the word parfaitmake me start slobbering.,neutral,0.7331488132476807
Shrek! Did you do that?,curiosity,0.7679471969604492
"Man, you gotta warn somebodybefore you just crack one off.",neutral,0.7871930003166199
"-My mouth was open and everything.-Believe me, Donkey,",neutral,0.864037811756134
"if it was me, you'd be dead.",neutral,0.7707393169403076
It's brimstone.,neutral,0.963231086730957
"-We must be getting close.-Yeah, right, brimstone.",neutral,0.8081495761871338
Don't be talking about it's the brimstone.,neutral,0.5806047916412354
I know what I smell.It wasn't no brimstone.,neutral,0.5015708208084106
It didn't come off no stone neither.,neutral,0.750777542591095
"Sure, it's big enough,but look at the location.",approval,0.6705796122550964
Shrek?,neutral,0.7342647910118103
Remember when you saidthat ogres have layers?,neutral,0.4382254481315613
Aye.,neutral,0.6517764925956726
"Well, I have a bitof a confession to make.",neutral,0.7468387484550476
Donkeys don't have layers.,neutral,0.9223219752311707
We wear our fear right out thereon our sleeves.,neutral,0.7762120366096497
Wait a second.Donkeys don't have sleeves.,neutral,0.7834286689758301
You know what I mean.,neutral,0.509382963180542
You can't tell meyou're afraid of heights.,neutral,0.3421947658061981
"No, I'm just a little uncomfortableabout being on a rickety bridge",neutral,0.15045727789402008
over a boiling lake of lava!,neutral,0.9499218463897705
"Come on, Donkey.I'm right here beside ya, okay?",neutral,0.5733169913291931
"For emotional support,",caring,0.7447609305381775
we'll just tackle this thing togetherone little baby step at a time.,optimism,0.4609086811542511
"-Really?-Really, really.",surprise,0.3518608808517456
"Okay, that makes me feelso much better.",approval,0.4760454297065735
Just keep moving.,neutral,0.8916490077972412
"-And don't look down.-Okay, don't look down. Don't look down.",neutral,0.8139221668243408
Don't look down.Keep on moving. Don't look down.,caring,0.5634797215461731
Shrek! I'm lookin' down!,neutral,0.6156147122383118
"Oh, God, I can't do this!Just let me off right now. Please.",disappointment,0.4416826367378235
-But you're already halfway.-But I know that half is safe!,approval,0.4015946686267853
"Okay, fine. I don't have time for this.You go back.",neutral,0.4797465205192566
"-Shrek, no! Wait!-Just, Donkey...",neutral,0.7721861004829407
"-Let's have a dance then, shall we?-Don't do that!",neutral,0.5305529236793518
I'm sorry. Do what?,remorse,0.8160800933837891
"-This?-Yes, that!",neutral,0.5464099049568176
"Yes? Yes, do it. Okay.",approval,0.6486624479293823
"No, Shrek!",disapproval,0.5466678142547607
-No! Stop it!-You said do it! I'm doin1 it.,neutral,0.3451486825942993
"I'm gonna die. I'm gonna die.Shrek, I'm gonna die.",sadness,0.3291456997394562
"That'll do, Donkey. That'll do.",neutral,0.67251056432724
Cool.,admiration,0.42333245277404785
So where is thisfire-breathing pain-in-the-neck anyway?,curiosity,0.5967732071876526
"Inside, waiting for us to rescue her.",neutral,0.9531600475311279
"I was talkin1 about the dragon, Shrek.",neutral,0.9332911968231201
You afraid?,curiosity,0.4781043827533722
"No, but...",neutral,0.6691006422042847
"Good. Me, neither.",approval,0.31379950046539307
'Cause there's nothin'wrong with bein' afraid.,fear,0.4868410527706146
Fear's a sensible responseto an unfamiliar situation.,neutral,0.6773695945739746
"Unfamiliar dangerous situation,I might add.",fear,0.48816385865211487
"With a dragon that breathes fireand eats knights and breathes fire,",neutral,0.9515498876571655
it sure doesn't mean you're a coward,neutral,0.3800988495349884
"if you're a little scared,you know what I mean?",neutral,0.27248305082321167
'Cause I sure as heck ain't no coward.I know that.,neutral,0.439362108707428
"Donkey, two things, okay?",neutral,0.4260057210922241
Shut up.,anger,0.8150625228881836
"Now, go over thereand see if you can find any stairs.",neutral,0.928070068359375
Stairs? I thought we was lookin'for the princess.,confusion,0.5564219951629639
The princess will be up the stairsin the highest room in the tallest tower.,neutral,0.34206128120422363
-What makes you think she'll be there?-I read it in a book once.,curiosity,0.5527040362358093
Cool. You handle the dragon.I'll handle the stairs.,approval,0.5871961712837219
"I'll find those stairs.I'll whip their butt, too.",neutral,0.6318150162696838
That's right. Those stairs won't knowwhich way they're goin'.,approval,0.7568615078926086
I'm gonna take drastic steps.,neutral,0.532735288143158
Kick it to the curb. Don't mess with me.I'm the stair master.,anger,0.6433040499687195
I've mastered the stairs.I wish I had a step right here.,desire,0.8503621816635132
I'd step all over it.,neutral,0.8340293765068054
"Well, at least we knowwhere the princess is, but where's the...",neutral,0.46856632828712463
Dragon!,neutral,0.9338913559913635
"Donkey, look out!",neutral,0.8736122846603394
Got ya!,neutral,0.855700671672821
"No. Oh, no. No!",disapproval,0.8052421808242798
"Oh, what large teeth you have.",neutral,0.38123196363449097
"I mean, white, sparkling teeth.",admiration,0.6518003344535828
"I know you probably hear thisall the time from your food,",neutral,0.942726731300354
"but you must bleach or something,",neutral,0.9289975166320801
'cause that is one dazzling smileyou got there.,admiration,0.6179866790771484
Do I detect a hint of minty freshness?,curiosity,0.7161974310874939
And you know what else?You know what else?,neutral,0.6900336742401123
You're... You're a girl dragon!,admiration,0.5732492208480835
"Sure. I mean,of course you're a girl dragon.",approval,0.7419488430023193
'Cause you're just reekingof feminine beauty.,admiration,0.9285945892333984
What's the matter with you?You got something in your eye?,curiosity,0.6501007080078125
"Man, I'd really love to stay,but, you know, I'm...",love,0.9470091462135315
"I'm an asthmatic,and I don't know if it'd work out",confusion,0.8159803748130798
if you're gonna blow smoke ringsand stuff.,neutral,0.9492599368095398
Shrek!,neutral,0.8546724915504456
No! Shrek! Shrek! Shrek!,neutral,0.43375521898269653
-Wake up!-What?,neutral,0.8577157855033875
Are you Princess Fiona?,curiosity,0.611961841583252
am.,neutral,0.9537918567657471
Awaiting a knightso bold as to rescue me.,neutral,0.9475321173667908
"That's nice. Now, let's go.",admiration,0.7811461091041565
"But wait, Sir Knight.",neutral,0.8999027609825134
This be-eth our first meeting.,neutral,0.9401170611381531
"Should it not be a wonderful,romantic moment?",curiosity,0.5953923463821411
"-Yeah, sorry, lady. There's no time.-Hey, wait. What are you doing?",remorse,0.4901621639728546
"You should sweep me off my feet,",neutral,0.9574084281921387
out yonder window and down a ropeonto your valiant steed.,neutral,0.8462570905685425
"You've had a lot of time to plan this,haven't you?",curiosity,0.5018638372421265
But we have to savour this moment!,desire,0.3362721800804138
You could recite an epic poem for me.,neutral,0.9341074228286743
A ballad? A sonnet!,neutral,0.755332887172699
-A limerick? Or something!-I don't think so.,confusion,0.8981451392173767
Can I at least knowthe name of my champion?,curiosity,0.7165449857711792
Shrek.,neutral,0.9037522673606873
Sir Shrek.,neutral,0.9423683881759644
I pray that you take this favouras a token of my gratitude.,gratitude,0.9204126000404358
"""hanks!",neutral,0.9424725770950317
You didn't slay the dragon?,neutral,0.516312301158905
"It's on my to-do list. Now, come on!",neutral,0.4833739101886749
But this isn't right!,disapproval,0.8590280413627625
"You were meant to charge in,sword drawn, banner flying.",neutral,0.9651346802711487
That's what all the other knights did.,neutral,0.9044620394706726
"Yeah, right before they burst into flame.",neutral,0.8135417699813843
That's not the point.,disapproval,0.7500172257423401
